"acquisition_date","acquisition_mileage","at_fault_flag","average_idle_hours","average_mpg","cargo_damage_cost","cdl_class","city","claim_amount","date_of_birth","description","dock_doors","downtime_hours","driver_id","employment_status","facility_id","facility_location","facility_name","facility_type","first_name","fuel_type","hire_date","home_terminal","incident_date","incident_id","incident_type","injury_flag","labor_cost","labor_hours","last_name","latitude","license_number","license_state","location_city","location_state","longitude","maintenance_date","maintenance_id","maintenance_type","make","model_year","month","odometer_reading","on_time_delivery_rate","operating_hours","parts_cost","preventable_flag","service_description","state","status","tank_capacity_gallons","termination_date","total_cost","total_fuel_gallons","total_miles","total_revenue","trip_id","trips_completed","truck_id","unit_number","vehicle_damage_cost","vin","years_experience"
NA,NA,NA,7.2,6.42,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-06-01",NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4792.2,30576,71484.02,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.41,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-07-01",NA,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,3714,23816,52840.18,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,7.6,6.62,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-08-01",NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,3354.2,22245,48566.92,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,6.3,6.51,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-01",NA,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,5216.1,33327,72301.58,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,7.5,6.68,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-01",NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902.8,13142,25096.16,NA,12,NA,NA,NA,NA,NA
NA,NA,NA,7.6,6.43,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-01",NA,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,3962,24940,55906.29,NA,16,NA,NA,NA,NA,NA
NA,NA,NA,7,6.58,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-01",NA,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,4247.9,27535,59497.25,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.51,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-01-01",NA,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,4727.4,30348,56159.2,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,7.7,6.31,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-02-01",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3147.6,19714,42029.18,NA,16,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.54,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6485,41699,92042.26,NA,24,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.4,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-01",NA,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,4788.6,30529,61318.97,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.41,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-01",NA,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,3981.4,25441,57944.75,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,6.7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-06-01",NA,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,4035.4,25925,61446.66,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,7.5,6.77,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-07-01",NA,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,4686.2,31212,68986.36,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,7.3,6.44,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-08-01",NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,3410.6,22070,47136.33,NA,16,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.58,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-09-01",NA,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,4011.8,26166,52823.54,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,6.3,6.5,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-01",NA,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,4423.9,28311,61837.97,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,8.8,6.47,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-11-01",NA,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,5292.8,34196,73564.05,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,6.4,6.52,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-12-01",NA,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,4398.4,28346,66510.53,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,6.4,6.47,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-01-01",NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,4914.1,31027,64371.74,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,7.6,6.51,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-02-01",NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,5621.2,36532,77105.48,NA,25,NA,NA,NA,NA,NA
NA,NA,NA,5.9,6.76,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-01",NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,4965.6,33699,73001.32,NA,25,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.56,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-04-01",NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,5606.1,36781,79394.58,NA,24,NA,NA,NA,NA,NA
NA,NA,NA,5.8,6.48,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-05-01",NA,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,3504.2,22131,47256.71,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,6.7,6.43,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-06-01",NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,4219.3,26977,56730.39,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,7.5,6.59,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-01",NA,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,32889,67379.16,NA,22,NA,NA,NA,NA,NA
NA,NA,NA,7.3,6.54,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,4325.1,28262,57450.89,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,6.8,6.38,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-01",NA,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,4761.3,30267,61036.69,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,7.5,6.69,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-01",NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,4878.4,32471,73604.44,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,5.9,6.7,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-11-01",NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,3655.5,24084,45235.01,NA,13,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.59,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-12-01",NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5101.9,32958,66313.18,NA,25,NA,NA,NA,NA,NA
NA,NA,NA,7.4,6.38,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-01-01",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4620.7,29027,55474.99,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,6.2,6.59,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-02-01",NA,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,3719.6,23829,52033.92,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,5.2,6.65,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-03-01",NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,3658.5,23946,50357.71,NA,13,NA,NA,NA,NA,NA
NA,NA,NA,6.2,6.7,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-04-01",NA,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,3276.9,21932,47461.61,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,7,6.36,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-05-01",NA,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,5574.2,34917,73607.55,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,6.4,6.57,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-06-01",NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4280.6,27858,60776.31,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,5.4,6.35,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-07-01",NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,3036.2,19643,42888.42,NA,12,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.38,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-08-01",NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3139.7,19860,41098.08,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.72,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-01",NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,4409.7,29353,71046.17,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,6.2,6.78,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-01",NA,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,2944.4,19798,37210.68,NA,14,NA,NA,NA,NA,NA
NA,NA,NA,6.3,6.64,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-01",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3076.6,20087,43927.83,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,7.4,6.65,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-01",NA,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,4218.9,27950,60414.81,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.46,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-01-01",NA,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,4792.8,30923,60405.56,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,8,6.55,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-02-01",NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,2054,13242,27380.91,NA,13,NA,NA,NA,NA,NA
NA,NA,NA,6.7,6.54,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-01",NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,3067.3,19765,42002.18,NA,13,NA,NA,NA,NA,NA
NA,NA,NA,6.8,6.7,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-01",NA,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,6096.6,40087,84580.16,NA,24,NA,NA,NA,NA,NA
NA,NA,NA,8.1,6.53,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-01",NA,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,2238.6,14291,33118.41,NA,12,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.78,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-06-01",NA,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,5307.7,35468,77895.04,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,6.6,6.2,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-07-01",NA,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,7503.4,46186,98176.32,NA,32,NA,NA,NA,NA,NA
NA,NA,NA,7.5,6.59,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-08-01",NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,6037.9,38640,82802.95,NA,25,NA,NA,NA,NA,NA
NA,NA,NA,6.1,6.58,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-09-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3673.1,24375,50300.66,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-01",NA,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,5264,34614,74551.26,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,5.9,6.67,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-11-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5188.9,33749,73988.31,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,7.4,6.52,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-12-01",NA,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,3703.2,23810,54245.78,NA,16,NA,NA,NA,NA,NA
NA,NA,NA,7,6.53,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-01-01",NA,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,3411.5,21930,52982.66,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,7.8,6.46,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-02-01",NA,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,4803.1,31222,68199.06,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,7.6,6.39,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-01",NA,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,5560.2,35225,85107.77,NA,22,NA,NA,NA,NA,NA
NA,NA,NA,6.8,6.41,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-04-01",NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,3900.3,24847,53051.37,NA,14,NA,NA,NA,NA,NA
NA,NA,NA,7.5,6.34,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-05-01",NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,4778.4,30328,62313.89,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,8.5,6.68,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-06-01",NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,4789.5,31591,67905.77,NA,25,NA,NA,NA,NA,NA
NA,NA,NA,6.8,6.6,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-01",NA,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,3975.9,25839,53080.75,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,5.6,6.75,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,4033.5,27499,58630.07,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,8.1,6.27,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968.3,11978,26290.26,NA,10,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.61,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-01",NA,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370.1,22049,45593.81,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,6.1,6.49,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-11-01",NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,2855.8,18825,42706.62,NA,13,NA,NA,NA,NA,NA
NA,NA,NA,8,6.65,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-12-01",NA,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,3397.1,21918,48060.04,NA,17,NA,NA,NA,NA,NA
